"pptid","Condition","Match","Bet.Category","Subcategory","Bet.Description","Stake","Potential.Payout"
"F.0809","Control","","","Endowment","Unspent",3,3
"F.0659","Control","","","Endowment","Unspent",0,0
"F.0084","Control","","","Endowment","Unspent",3,3
"F.0443","Control","","","Endowment","Unspent",2,2
"F.0235","Treatment","","","Endowment","Unspent",3,3
"F.0737","Control","","","Endowment","Unspent",3,3
"F.1285","Control","","","Endowment","Unspent",0,0
"F.0697","Treatment","","","Endowment","Unspent",3,3
"F.1034","Control","","","Endowment","Unspent",3,3
"F.0504","Control","","","Endowment","Unspent",0,0
"F.0665","Control","","","Endowment","Unspent",0,0
"F.1072","Control","","","Endowment","Unspent",3,3
"F.0994","Treatment","","","Endowment","Unspent",1,1
"F.1236","Treatment","","","Endowment","Unspent",0,0
"F.0047","Treatment","","","Endowment","Unspent",2,2
"F.0342","Control","","","Endowment","Unspent",0,0
"F.0813","Treatment","","","Endowment","Unspent",0,0
"F.0528","Control","","","Endowment","Unspent",3,3
"F.1106","Control","","","Endowment","Unspent",3,3
"F.1177","Treatment","","","Endowment","Unspent",3,3
"F.0482","Treatment","","","Endowment","Unspent",0,0
"F.0071","Treatment","","","Endowment","Unspent",1.95,1.95
"F.0781","Control","","","Endowment","Unspent",3,3
"F.1156","Treatment","","","Endowment","Unspent",3,3
"F.1166","Control","","","Endowment","Unspent",2.5,2.5
"F.0218","Treatment","","","Endowment","Unspent",0,0
"F.0025","Control","","","Endowment","Unspent",0,0
"F.0438","Treatment","","","Endowment","Unspent",3,3
"F.1043","Control","","","Endowment","Unspent",3,3
"F.1295","Control","","","Endowment","Unspent",3,3
"F.0354","Treatment","","","Endowment","Unspent",2,2
"F.0585","Treatment","","","Endowment","Unspent",1.5,1.5
"F.1241","Control","","","Endowment","Unspent",3,3
"F.0933","Control","","","Endowment","Unspent",0,0
"F.0134","Control","","","Endowment","Unspent",0,0
"F.0326","Treatment","","","Endowment","Unspent",0,0
"F.1153","Control","","","Endowment","Unspent",0,0
"F.0704","Control","","","Endowment","Unspent",3,3
"F.0337","Treatment","","","Endowment","Unspent",3,3
"F.0568","Control","","","Endowment","Unspent",3,3
"F.0917","Control","","","Endowment","Unspent",3,3
"F.0893","Treatment","","","Endowment","Unspent",0,0
"F.0822","Control","","","Endowment","Unspent",2,2
"F.0408","Control","","","Endowment","Unspent",3,3
"F.0135","Control","","","Endowment","Unspent",0,0
"F.0521","Control","","","Endowment","Unspent",3,3
"F.0556","Treatment","","","Endowment","Unspent",3,3
"F.0275","Control","","","Endowment","Unspent",3,3
"F.0213","Control","","","Endowment","Unspent",0,0
"F.0537","Control","","","Endowment","Unspent",0.5,0.5
"F.0902","Treatment","","","Endowment","Unspent",0,0
"F.0433","Treatment","","","Endowment","Unspent",3,3
"F.0327","Treatment","","","Endowment","Unspent",1.5,1.5
"F.1083","Treatment","","","Endowment","Unspent",0,0
"F.0234","Treatment","","","Endowment","Unspent",3,3
"F.0776","Control","","","Endowment","Unspent",3,3
"F.0734","Control","","","Endowment","Unspent",2,2
"F.0912","Treatment","","","Endowment","Unspent",3,3
"F.0365","Control","","","Endowment","Unspent",3,3
"F.0122","Control","","","Endowment","Unspent",3,3
"F.0364","Control","","","Endowment","Unspent",3,3
"F.0308","Treatment","","","Endowment","Unspent",3,3
"F.0924","Control","","","Endowment","Unspent",3,3
"F.0596","Treatment","","","Endowment","Unspent",0,0
"F.0751","Control","","","Endowment","Unspent",3,3
"F.0850","Treatment","","","Endowment","Unspent",3,3
"F.0247","Control","","","Endowment","Unspent",3,3
"F.0194","Control","","","Endowment","Unspent",1.5,1.5
"F.0430","Control","","","Endowment","Unspent",1.5,1.5
"F.1277","Treatment","","","Endowment","Unspent",3,3
"F.0708","Treatment","","","Endowment","Unspent",0,0
"F.1203","Control","","","Endowment","Unspent",3,3
"F.0165","Treatment","","","Endowment","Unspent",3,3
"F.0131","Control","","","Endowment","Unspent",0,0
"F.0476","Treatment","","","Endowment","Unspent",2.8,2.8
"F.0210","Control","","","Endowment","Unspent",0,0
"F.0051","Control","","","Endowment","Unspent",3,3
"F.0392","Treatment","","","Endowment","Unspent",3,3
"F.0826","Control","","","Endowment","Unspent",2,2
"F.0082","Treatment","","","Endowment","Unspent",0,0
"F.0113","Treatment","","","Endowment","Unspent",3,3
"F.0395","Control","","","Endowment","Unspent",2,2
"F.0821","Control","","","Endowment","Unspent",0,0
"F.0901","Treatment","","","Endowment","Unspent",3,3
"F.0855","Treatment","","","Endowment","Unspent",3,3
"F.1184","Treatment","","","Endowment","Unspent",3,3
"F.1140","Treatment","","","Endowment","Unspent",0,0
"F.0560","Treatment","","","Endowment","Unspent",3,3
"F.0388","Treatment","","","Endowment","Unspent",0,0
"F.0948","Control","","","Endowment","Unspent",2.5,2.5
"F.0868","Control","","","Endowment","Unspent",0,0
"F.1249","Control","","","Endowment","Unspent",0,0
"F.0599","Control","","","Endowment","Unspent",0,0
"F.0115","Control","","","Endowment","Unspent",3,3
"F.0019","Treatment","","","Endowment","Unspent",3,3
"F.1279","Control","","","Endowment","Unspent",0,0
"F.0877","Control","","","Endowment","Unspent",0,0
"F.0927","Control","","","Endowment","Unspent",3,3
"F.1208","Control","","","Endowment","Unspent",2.8,2.8
"F.0032","Treatment","","","Endowment","Unspent",0,0
"F.1305","Treatment","","","Endowment","Unspent",2.5,2.5
"F.1163","Treatment","","","Endowment","Unspent",0,0
"F.0444","Treatment","","","Endowment","Unspent",3,3
"F.0838","Treatment","","","Endowment","Unspent",3,3
"F.0824","Control","","","Endowment","Unspent",0,0
"F.0842","Control","","","Endowment","Unspent",0,0
"F.0469","Control","","","Endowment","Unspent",2,2
"F.1215","Control","","","Endowment","Unspent",3,3
"F.0950","Control","","","Endowment","Unspent",3,3
"F.0969","Control","","","Endowment","Unspent",0,0
"F.0254","Treatment","","","Endowment","Unspent",2.5,2.5
"F.0223","Treatment","","","Endowment","Unspent",0,0
"F.0001","Control","","","Endowment","Unspent",3,3
"F.0559","Treatment","","","Endowment","Unspent",3,3
"F.1297","Control","","","Endowment","Unspent",3,3
"F.0177","Treatment","","","Endowment","Unspent",1.5,1.5
"F.1079","Control","","","Endowment","Unspent",0,0
"F.0036","Treatment","","","Endowment","Unspent",1,1
"F.0630","Treatment","","","Endowment","Unspent",2.5,2.5
"F.0779","Treatment","","","Endowment","Unspent",0,0
"F.0716","Control","","","Endowment","Unspent",3,3
"F.0002","Control","","","Endowment","Unspent",0,0
"F.0511","Control","","","Endowment","Unspent",1,1
"F.0925","Control","","","Endowment","Unspent",0,0
"F.0475","Control","","","Endowment","Unspent",3,3
"F.0701","Treatment","","","Endowment","Unspent",2,2
"F.0324","Treatment","","","Endowment","Unspent",2,2
"F.0626","Control","","","Endowment","Unspent",2,2
"F.1258","Control","","","Endowment","Unspent",3,3
"F.0127","Treatment","","","Endowment","Unspent",3,3
"F.0319","Control","","","Endowment","Unspent",0,0
"F.0794","Control","","","Endowment","Unspent",0,0
"F.0487","Control","","","Endowment","Unspent",3,3
"F.0244","Treatment","","","Endowment","Unspent",3,3
"F.1287","Treatment","","","Endowment","Unspent",0,0
"F.0185","Treatment","","","Endowment","Unspent",3,3
"F.0132","Treatment","","","Endowment","Unspent",0,0
"F.1037","Treatment","","","Endowment","Unspent",3,3
"F.0561","Treatment","","","Endowment","Unspent",3,3
"F.0678","Treatment","","","Endowment","Unspent",2,2
"F.0243","Control","","","Endowment","Unspent",1.5,1.5
"F.1165","Treatment","","","Endowment","Unspent",2,2
"F.0161","Treatment","","","Endowment","Unspent",0,0
"F.0889","Treatment","","","Endowment","Unspent",3,3
"F.0301","Treatment","","","Endowment","Unspent",0,0
"F.1233","Treatment","","","Endowment","Unspent",3,3
"F.0808","Treatment","","","Endowment","Unspent",3,3
"F.1170","Control","","","Endowment","Unspent",3,3
"F.0471","Treatment","","","Endowment","Unspent",0,0
"F.1311","Control","","","Endowment","Unspent",3,3
"F.0136","Treatment","","","Endowment","Unspent",0,0
"F.0250","Treatment","","","Endowment","Unspent",3,3
"F.0895","Control","","","Endowment","Unspent",0,0
"F.0260","Treatment","","","Endowment","Unspent",3,3
"F.0050","Control","","","Endowment","Unspent",3,3
"F.0890","Treatment","","","Endowment","Unspent",3,3
"F.0457","Control","","","Endowment","Unspent",0,0
"F.0066","Treatment","","","Endowment","Unspent",2,2
"F.0955","Treatment","","","Endowment","Unspent",3,3
"F.0963","Treatment","","","Endowment","Unspent",1,1
"F.0119","Control","","","Endowment","Unspent",3,3
"F.0041","Treatment","","","Endowment","Unspent",3,3
"F.1069","Treatment","","","Endowment","Unspent",0,0
"F.0684","Control","","","Endowment","Unspent",3,3
"F.1314","Treatment","","","Endowment","Unspent",0,0
"F.0673","Control","","","Endowment","Unspent",2.7,2.7
"F.0575","Treatment","","","Endowment","Unspent",3,3
"F.0999","Treatment","","","Endowment","Unspent",0,0
"F.0508","Treatment","","","Endowment","Unspent",3,3
"F.1057","Treatment","","","Endowment","Unspent",0,0
"F.1261","Control","","","Endowment","Unspent",0,0
"F.0468","Control","","","Endowment","Unspent",0,0
"F.0643","Control","","","Endowment","Unspent",2,2
"F.1029","Control","","","Endowment","Unspent",2.5,2.5
"F.1063","Treatment","","","Endowment","Unspent",2,2
"F.1190","Treatment","","","Endowment","Unspent",3,3
"F.0637","Treatment","","","Endowment","Unspent",3,3
"F.0501","Treatment","","","Endowment","Unspent",0,0
"F.0298","Treatment","","","Endowment","Unspent",3,3
"F.0473","Control","","","Endowment","Unspent",0,0
"F.0097","Control","","","Endowment","Unspent",3,3
"F.1226","Treatment","","","Endowment","Unspent",0,0
"F.0371","Control","","","Endowment","Unspent",3,3
"F.0299","Treatment","","","Endowment","Unspent",0,0
"F.1067","Control","","","Endowment","Unspent",0,0
"F.1268","Treatment","","","Endowment","Unspent",3,3
"F.0297","Treatment","","","Endowment","Unspent",0,0
"F.0005","Treatment","","","Endowment","Unspent",2.5,2.5
"F.1234","Treatment","","","Endowment","Unspent",3,3
"F.0551","Control","","","Endowment","Unspent",3,3
"F.1272","Control","","","Endowment","Unspent",0,0
"F.1070","Control","","","Endowment","Unspent",0,0
"F.0904","Control","","","Endowment","Unspent",2.5,2.5
"F.0604","Treatment","","","Endowment","Unspent",0,0
"F.0280","Control","","","Endowment","Unspent",3,3
"F.0919","Control","","","Endowment","Unspent",0,0
"F.0947","Control","","","Endowment","Unspent",3,3
"F.1194","Treatment","","","Endowment","Unspent",0,0
"F.1271","Control","","","Endowment","Unspent",0,0
"F.0519","Control","","","Endowment","Unspent",1,1
"F.1257","Treatment","","","Endowment","Unspent",0,0
"F.1242","Control","","","Endowment","Unspent",1,1
"F.0836","Treatment","","","Endowment","Unspent",3,3
"F.1110","Control","","","Endowment","Unspent",3,3
"F.0070","Treatment","","","Endowment","Unspent",0,0
"F.0993","Treatment","","","Endowment","Unspent",2.5,2.5
"F.0241","Treatment","","","Endowment","Unspent",3,3
"F.0572","Control","","","Endowment","Unspent",1,1
"F.0320","Treatment","","","Endowment","Unspent",2,2
"F.0311","Control","","","Endowment","Unspent",1.5,1.5
"F.0543","Treatment","","","Endowment","Unspent",0,0
"F.0502","Control","","","Endowment","Unspent",3,3
"F.0812","Control","","","Endowment","Unspent",3,3
"F.0845","Control","","","Endowment","Unspent",3,3
"F.0533","Treatment","","","Endowment","Unspent",0,0
"F.0795","Control","","","Endowment","Unspent",2,2
"F.0675","Treatment","","","Endowment","Unspent",0,0
"F.1158","Treatment","","","Endowment","Unspent",0,0
"F.1155","Treatment","","","Endowment","Unspent",3,3
"F.0554","Control","","","Endowment","Unspent",0,0
"F.0800","Control","","","Endowment","Unspent",0,0
"F.0915","Control","","","Endowment","Unspent",3,3
"F.0014","Control","","","Endowment","Unspent",3,3
"F.1309","Control","","","Endowment","Unspent",3,3
"F.1004","Treatment","","","Endowment","Unspent",0,0
"F.0558","Control","","","Endowment","Unspent",0,0
"F.0732","Treatment","","","Endowment","Unspent",3,3
"F.0882","Control","","","Endowment","Unspent",0,0
"F.0052","Control","","","Endowment","Unspent",3,3
"F.0488","Control","","","Endowment","Unspent",2,2
"F.1164","Control","","","Endowment","Unspent",3,3
"F.0381","Control","","","Endowment","Unspent",2,2
"F.0214","Control","","","Endowment","Unspent",3,3
"F.0046","Control","","","Endowment","Unspent",0,0
"F.0331","Control","","","Endowment","Unspent",3,3
"F.0840","Treatment","","","Endowment","Unspent",0,0
"F.0435","Control","","","Endowment","Unspent",3,3
"F.0390","Treatment","","","Endowment","Unspent",3,3
"F.0349","Treatment","","","Endowment","Unspent",3,3
"F.0305","Treatment","","","Endowment","Unspent",0,0
"F.1128","Treatment","","","Endowment","Unspent",3,3
"F.0216","Treatment","","","Endowment","Unspent",0,0
"F.0366","Control","","","Endowment","Unspent",0,0
"F.0367","Control","","","Endowment","Unspent",3,3
"F.1176","Control","","","Endowment","Unspent",0,0
"F.0527","Treatment","","","Endowment","Unspent",2,2
"F.0784","Control","","","Endowment","Unspent",3,3
"F.0261","Treatment","","","Endowment","Unspent",2,2
"F.0236","Treatment","","","Endowment","Unspent",0,0
"F.0970","Control","","","Endowment","Unspent",0,0
"F.0796","Control","","","Endowment","Unspent",3,3
"F.0249","Control","","","Endowment","Unspent",1,1
"F.0074","Treatment","","","Endowment","Unspent",3,3
"F.0197","Treatment","","","Endowment","Unspent",0,0
"F.0531","Treatment","","","Endowment","Unspent",3,3
"F.0253","Control","","","Endowment","Unspent",0,0
"F.0662","Control","","","Endowment","Unspent",3,3
"F.1139","Control","","","Endowment","Unspent",3,3
"F.0707","Control","","","Endowment","Unspent",3,3
"F.0143","Control","","","Endowment","Unspent",0,0
"F.0336","Treatment","","","Endowment","Unspent",3,3
"F.0490","Treatment","","","Endowment","Unspent",1.5,1.5
"F.1022","Treatment","","","Endowment","Unspent",0,0
"F.0306","Control","","","Endowment","Unspent",1,1
"F.1101","Control","","","Endowment","Unspent",3,3
"F.1123","Treatment","","","Endowment","Unspent",3,3
"F.0564","Control","","","Endowment","Unspent",0,0
"F.0149","Control","","","Endowment","Unspent",0,0
"F.0355","Treatment","","","Endowment","Unspent",3,3
"F.0004","Control","","","Endowment","Unspent",0,0
"F.1006","Treatment","","","Endowment","Unspent",2,2
"F.0112","Treatment","","","Endowment","Unspent",0,0
"F.0028","Control","","","Endowment","Unspent",0,0
"F.0880","Control","","","Endowment","Unspent",0,0
"F.0953","Treatment","","","Endowment","Unspent",0,0
"F.0863","Control","","","Endowment","Unspent",0,0
"F.1308","Treatment","","","Endowment","Unspent",2.5,2.5
"F.0027","Control","","","Endowment","Unspent",1,1
"F.1227","Control","","","Endowment","Unspent",3,3
"F.1138","Treatment","","","Endowment","Unspent",3,3
"F.1196","Treatment","","","Endowment","Unspent",3,3
"F.1013","Treatment","","","Endowment","Unspent",0,0
"F.0362","Control","","","Endowment","Unspent",0,0
"F.0252","Treatment","","","Endowment","Unspent",3,3
"F.0314","Control","","","Endowment","Unspent",0,0
"F.0614","Treatment","","","Endowment","Unspent",0,0
"F.0386","Treatment","","","Endowment","Unspent",0,0
"F.0785","Treatment","","","Endowment","Unspent",2,2
"F.0380","Treatment","","","Endowment","Unspent",3,3
"F.0642","Treatment","","","Endowment","Unspent",0,0
"F.0646","Control","","","Endowment","Unspent",0,0
"F.0977","Treatment","","","Endowment","Unspent",3,3
"F.0422","Treatment","","","Endowment","Unspent",0,0
"F.0647","Treatment","","","Endowment","Unspent",1.5,1.5
"F.0073","Control","","","Endowment","Unspent",3,3
"F.0733","Treatment","","","Endowment","Unspent",2,2
"F.0769","Control","","","Endowment","Unspent",0,0
"F.0896","Control","","","Endowment","Unspent",0,0
"F.1265","Treatment","","","Endowment","Unspent",3,3
"F.1283","Control","","","Endowment","Unspent",2.5,2.5
"F.0607","Treatment","","","Endowment","Unspent",3,3
"F.0406","Control","","","Endowment","Unspent",0,0
"F.0224","Control","","","Endowment","Unspent",0,0
"F.1089","Control","","","Endowment","Unspent",2,2
"F.0983","Treatment","","","Endowment","Unspent",0,0
"F.1051","Treatment","","","Endowment","Unspent",3,3
"F.0942","Treatment","","","Endowment","Unspent",3,3
"F.0462","Treatment","","","Endowment","Unspent",3,3
"F.0693","Control","","","Endowment","Unspent",0,0
"F.0512","Treatment","","","Endowment","Unspent",3,3
"F.0514","Treatment","","","Endowment","Unspent",3,3
"F.0316","Treatment","","","Endowment","Unspent",0,0
"F.0755","Treatment","","","Endowment","Unspent",3,3
"F.0155","Control","","","Endowment","Unspent",3,3
"F.0998","Control","","","Endowment","Unspent",1.3,1.3
"F.0126","Control","","","Endowment","Unspent",0,0
"F.0921","Treatment","","","Endowment","Unspent",3,3
"F.0151","Treatment","","","Endowment","Unspent",0,0
"F.1248","Treatment","","","Endowment","Unspent",0,0
"F.0517","Control","","","Endowment","Unspent",3,3
"F.0141","Treatment","","","Endowment","Unspent",0.5,0.5
"F.0067","Treatment","","","Endowment","Unspent",0,0
"F.0588","Control","","","Endowment","Unspent",0,0
"F.0615","Control","","","Endowment","Unspent",0,0
"F.0544","Control","","","Endowment","Unspent",3,3
"F.0323","Control","","","Endowment","Unspent",3,3
"F.0550","Treatment","","","Endowment","Unspent",3,3
"F.0791","Control","","","Endowment","Unspent",1.5,1.5
"F.0022","Treatment","","","Endowment","Unspent",0,0
"F.0980","Treatment","","","Endowment","Unspent",0,0
"F.0008","Treatment","","","Endowment","Unspent",2,2
"F.1012","Treatment","","","Endowment","Unspent",0,0
"F.1045","Treatment","","","Endowment","Unspent",2.9,2.9
"F.1219","Treatment","","","Endowment","Unspent",3,3
"F.0978","Treatment","","","Endowment","Unspent",0,0
"F.0573","Treatment","","","Endowment","Unspent",3,3
"F.0206","Control","","","Endowment","Unspent",2.99,2.99
"F.0291","Treatment","","","Endowment","Unspent",0,0
"F.0865","Treatment","","","Endowment","Unspent",0,0
"F.0656","Treatment","","","Endowment","Unspent",0,0
"F.1168","Control","","","Endowment","Unspent",1.5,1.5
"F.0458","Control","","","Endowment","Unspent",3,3
"F.1288","Treatment","","","Endowment","Unspent",0,0
"F.1020","Treatment","","","Endowment","Unspent",2,2
"F.0624","Treatment","","","Endowment","Unspent",2,2
"F.0055","Treatment","","","Endowment","Unspent",2.5,2.5
"F.1142","Treatment","","","Endowment","Unspent",1,1
"F.0221","Control","","","Endowment","Unspent",0,0
"F.0713","Treatment","","","Endowment","Unspent",3,3
"F.1223","Treatment","","","Endowment","Unspent",3,3
"F.0285","Control","","","Endowment","Unspent",3,3
"F.0640","Treatment","","","Endowment","Unspent",0,0
"F.0507","Control","","","Endowment","Unspent",0,0
"F.0581","Treatment","","","Endowment","Unspent",0,0
"F.0060","Treatment","","","Endowment","Unspent",3,3
"F.0911","Control","","","Endowment","Unspent",3,3
"F.1167","Treatment","","","Endowment","Unspent",0,0
"F.0405","Control","","","Endowment","Unspent",0,0
"F.1084","Treatment","","","Endowment","Unspent",0,0
"F.0985","Control","","","Endowment","Unspent",3,3
"F.0862","Treatment","","","Endowment","Unspent",0,0
"F.0348","Treatment","","","Endowment","Unspent",0,0
"F.0698","Treatment","","","Endowment","Unspent",3,3
"F.1173","Control","","","Endowment","Unspent",0,0
"F.0741","Treatment","","","Endowment","Unspent",3,3
"F.0345","Treatment","","","Endowment","Unspent",0,0
"F.0033","Treatment","","","Endowment","Unspent",3,3
"F.0361","Control","","","Endowment","Unspent",0,0
"F.0909","Treatment","","","Endowment","Unspent",3,3
"F.0199","Control","","","Endowment","Unspent",3,3
"F.1026","Treatment","","","Endowment","Unspent",1.5,1.5
"F.0428","Control","","","Endowment","Unspent",3,3
"F.0352","Treatment","","","Endowment","Unspent",0,0
"F.1317","Control","","","Endowment","Unspent",3,3
"F.0654","Treatment","","","Endowment","Unspent",0,0
"F.0238","Treatment","","","Endowment","Unspent",2.2,2.2
"F.0677","Treatment","","","Endowment","Unspent",0,0
"F.0491","Treatment","","","Endowment","Unspent",0,0
"F.1250","Treatment","","","Endowment","Unspent",3,3
"F.1240","Control","","","Endowment","Unspent",1.5,1.5
"F.0965","Control","","","Endowment","Unspent",0,0
"F.0205","Treatment","","","Endowment","Unspent",3,3
"F.0710","Control","","","Endowment","Unspent",3,3
"F.0144","Control","","","Endowment","Unspent",0,0
"F.0217","Treatment","","","Endowment","Unspent",3,3
"F.1225","Treatment","","","Endowment","Unspent",3,3
"F.0357","Control","","","Endowment","Unspent",2.2,2.2
"F.0176","Treatment","","","Endowment","Unspent",0,0
"F.1046","Control","","","Endowment","Unspent",0,0
"F.0935","Treatment","","","Endowment","Unspent",3,3
"F.0417","Treatment","","","Endowment","Unspent",0,0
"F.1253","Treatment","","","Endowment","Unspent",0,0
"F.0787","Control","","","Endowment","Unspent",2.5,2.5
"F.0530","Treatment","","","Endowment","Unspent",2.5,2.5
"F.0368","Control","","","Endowment","Unspent",1.5,1.5
"F.0269","Treatment","","","Endowment","Unspent",0,0
"F.0030","Treatment","","","Endowment","Unspent",3,3
"F.0310","Treatment","","","Endowment","Unspent",3,3
"F.0409","Treatment","","","Endowment","Unspent",1.25,1.25
"F.1064","Treatment","","","Endowment","Unspent",0,0
"F.0166","Control","","","Endowment","Unspent",0,0
"F.1281","Control","","","Endowment","Unspent",2,2
